title,runtime,budget,original_language,Year,Month,Genre
The Ghost & Mr. Chicken,90.0,700000,en,1966,01,Comedy Family Mystery Romance 
City Heat,93.0,25000000,en,1984,12,Action Comedy Crime 
Into the Night,115.0,11400000,en,1985,02,Comedy Drama Thriller 
A Rage in Harlem,115.0,8000000,en,1991,05,Crime Comedy 
Ginger Snaps,108.0,5000000,en,2000,08,Drama Horror 
More American Graffiti,110.0,2500000,en,1979,08,Comedy Drama War 
The Gun in Betty Lou's Handbag,89.0,13000000,en,1992,08,Comedy Thriller Mystery 
The Debut,88.0,1000000,en,2000,05,Drama 
Article 99,100.0,18000000,en,1992,03,Comedy Drama 
Tough Guys Don't Dance,110.0,5000000,en,1987,09,Drama Comedy Crime Mystery Thriller 
There Goes My Baby,99.0,10500000,en,1994,09,Drama Comedy 
Kingdom of the Spiders,97.0,500000,en,1977,08,Horror Science Fiction 
In Cold Blood,134.0,3500000,en,1967,12,Crime Drama 
Mobsters,104.0,23000000,en,1991,07,Drama Action Thriller Crime 
Out of Time,105.0,50000000,en,2003,10,Thriller Crime Drama 
School of Rock,108.0,35000000,en,2003,10,Comedy Music 
The Station Agent,88.0,500000,en,2003,01,Drama Comedy 
Wonderland,104.0,5000000,en,2003,10,Crime Drama Mystery Thriller 
Mystic River,138.0,25000000,en,2003,10,Thriller Crime Drama Mystery 
Good Boy!,87.0,17000000,en,2003,10,Comedy Family Science Fiction 
House of the Dead,90.0,7000000,en,2003,04,Horror Action Thriller 
Intolerable Cruelty,100.0,60000000,en,2003,09,Crime Comedy Romance 
Kill Bill: Vol. 1,111.0,30000000,en,2003,10,Action Crime 
Runaway Jury,127.0,60000000,en,2003,10,Drama Thriller 
The Texas Chainsaw Massacre,98.0,9500000,en,2003,10,Horror 
Pieces of April,81.0,300000,en,2003,01,Comedy Drama 
Sylvia,109.0,7000000,en,2003,10,Drama Romance 
Veronica Guerin,98.0,17000000,en,2003,07,Drama Crime Thriller 
In the Cut,119.0,12000000,en,2003,09,Mystery Thriller 
Beyond Borders,127.0,35000000,en,2003,10,Drama Romance Adventure War 
Radio,109.0,32000000,en,2003,10,Drama 
Scary Movie 3,84.0,48000000,en,2003,10,Comedy 
Brother Bear,85.0,100000000,en,2003,10,Adventure Animation Family 
Elephant,81.0,3000000,en,2003,05,Drama Crime 
The Italian Job,99.0,3000000,fr,1969,06,Action Crime Comedy Thriller 
Interstate 60,116.0,7000000,en,2002,04,Adventure Comedy Drama Fantasy Mystery 
Captain Kronos: Vampire Hunter,91.0,400000,en,1974,04,Adventure Horror 
The Human Stain,106.0,30000000,en,2003,10,Drama Thriller Romance 
Shattered Glass,94.0,6000000,en,2003,11,Drama History 
The Matrix Revolutions,129.0,150000000,en,2003,11,Adventure Action Thriller Science Fiction 
Elf,97.0,32000000,en,2003,10,Comedy Family Fantasy 
Love Actually,135.0,40000000,en,2003,09,Comedy Romance Drama 
Looney Tunes: Back in Action,90.0,80000000,en,2003,11,Animation Comedy Family 
Master and Commander: The Far Side of the World,138.0,150000000,en,2003,11,Adventure 
Tupac: Resurrection,112.0,300000,en,2003,01,Music Documentary 
The Missing,135.0,60000000,en,2003,11,Thriller Western Adventure 
Gothika,98.0,40000000,en,2003,11,Horror Thriller 
21 Grams,124.0,20000000,en,2003,09,Drama Crime Thriller 
The Barbarian Invasions,99.0,8000000,fr,2003,05,Comedy Crime Drama 
Bad Santa,91.0,23000000,en,2003,11,Drama Comedy Crime 
The Haunted Mansion,87.0,90000000,en,2003,11,Thriller Fantasy Comedy Family Mystery 
Timeline,116.0,80000000,en,2003,11,Action Adventure Science Fiction 
Darkman,96.0,16000000,en,1990,08,Action Science Fiction Crime 
New Jack City,97.0,8500000,en,1991,03,Thriller Crime Drama 
WarGames,114.0,12000000,en,1983,06,Thriller Science Fiction 
Mr. Hobbs Takes a Vacation,116.0,2000000,en,1962,06,Family Comedy 
The First Great Train Robbery,110.0,6000000,en,1979,01,Thriller Adventure Drama Crime 
Guarding Tess,96.0,20000000,en,1994,03,Comedy Drama Thriller 
Hannah and Her Sisters,107.0,6400000,en,1986,02,Comedy Drama 
Highlander II: The Quickening,91.0,30000000,en,1991,01,Action Fantasy Science Fiction 
Hoffa,140.0,35000000,en,1992,12,Crime History 
Hudson Hawk,100.0,65000000,en,1991,05,Action Adventure Comedy 
Invasion of the Body Snatchers,115.0,3500000,en,1978,12,Horror Mystery Science Fiction Thriller 
Kafka,98.0,11000000,en,1991,11,Comedy Drama Mystery 
Kindergarten Cop,111.0,15000000,en,1990,12,Comedy 
The Last Boy Scout,105.0,29000000,en,1991,12,Action Thriller 
Last Tango in Paris,129.0,1250000,fr,1972,10,Drama Romance 
Mr. Destiny,110.0,20000000,en,1990,10,Fantasy Comedy Science Fiction Romance 
The Night of the Hunter,93.0,795000,en,1955,04,Thriller Crime 
Over the Top,93.0,25000000,en,1987,02,Action Drama 
Passenger 57,84.0,15000000,en,1992,11,Action Adventure Thriller 
Presumed Innocent,127.0,22000000,en,1990,07,Drama Thriller Crime Mystery 
Project X,108.0,18000000,en,1987,04,Drama 
Pure Luck,96.0,17010000,en,1991,08,Comedy Crime Mystery 
Battle Royale,114.0,4500000,ja,2000,12,Drama Thriller Adventure 
The Wedding Banquet,109.0,1000000,zh,1993,08,Comedy Drama Romance 
Silverado,127.0,26000000,en,1985,07,Action Crime Drama Western 
Rabid,91.0,530000,en,1977,04,Horror 
Radio Flyer,114.0,35000000,en,1992,02,Drama 
The Secret of My Success,111.0,12000000,en,1987,04,Comedy 
Streets of Fire,93.0,14500000,en,1984,06,Action Thriller Music 
Vivre Sa Vie,85.0,64000,fr,1962,09,Drama 
Wild at Heart,124.0,9500000,en,1990,05,Comedy Crime Thriller 
Year of the Dragon,134.0,24000000,en,1985,08,Action Crime Drama Thriller 
Nothing to Lose,97.0,25000000,en,1997,07,Action Adventure Comedy 
Mary of Scotland,123.0,864000,en,1936,08,Drama History 
Swing Time,103.0,886000,en,1936,08,Comedy Music Romance 
Birdman of Alcatraz,147.0,2650000,en,1962,07,Drama 
Aguirre: The Wrath of God,93.0,92000,de,1972,12,Adventure Drama History 
Red River,133.0,3000000,en,1948,08,Western 
Stagecoach,96.0,531374,en,1939,03,Adventure Western 
The Court Jester,101.0,4000000,en,1955,12,Action Adventure Comedy Family 
Bullitt,113.0,5500000,en,1968,10,Action Crime Drama Thriller 
Jezebel,103.0,1250000,en,1938,03,Drama Romance 
42nd Street,89.0,439000,en,1933,02,Music Comedy Romance 
I'm No Angel,87.0,225000,en,1933,10,Comedy Romance 
A Passage to India,163.0,8000000,en,1984,12,Drama Adventure History 
Hero,99.0,31000000,zh,2002,12,Drama Adventure Action History 
Anna Karenina,95.0,1152000,en,1935,08,Drama Romance 
The Front Page,105.0,4000000,en,1974,12,Romance Drama Comedy 
Nausicaä of the Valley of the Wind,117.0,1000000,ja,1984,03,Adventure Animation Fantasy 
Dragnet,106.0,20000000,en,1987,06,Action Comedy Crime 
1941,113.0,35000000,en,1979,12,Action Comedy 
Accident,105.0,600000,en,1967,02,Crime Drama 
Leprechaun,92.0,900000,en,1993,01,Comedy Horror Thriller 
Royal Space Force - The Wings Of Honneamise,121.0,8000000,ja,1987,03,Animation Science Fiction 
Dark Wolf,94.0,2500000,en,2003,04,Horror 
Naked Lunch,115.0,16000000,en,1991,12,Crime Drama 
Run,91.0,16000000,en,1991,02,Action Thriller Drama 
Stolen Kisses,96.0,350000,fr,1968,08,Comedy Drama Romance 
The Cooler,101.0,32000000,en,2003,01,Drama Romance 
Honey,94.0,18000000,en,2003,11,Romance Music Family 
The Last Samurai,154.0,140000000,en,2003,12,Drama Action War History 
Big Fish,125.0,70000000,en,2003,12,Adventure Fantasy Drama 
Something's Gotta Give,128.0,80000000,en,2003,12,Drama Comedy Romance 
Stuck on You,118.0,55000000,en,2003,12,Comedy 
The Lord of the Rings: The Return of the King,201.0,94000000,en,2003,12,Adventure Fantasy Action 
Mona Lisa Smile,117.0,65000000,en,2003,12,Drama Romance 
Calendar Girls,108.0,10000000,en,2003,09,Comedy 
The Hebrew Hammer,85.0,1000000,en,2003,01,Action Comedy 
House of Sand and Fog,126.0,16500000,en,2003,12,Drama 
Monster,110.0,8000000,en,2003,11,Crime Drama 
Cheaper by the Dozen,98.0,40000000,en,2003,12,Comedy 
Cold Mountain,154.0,79000000,en,2003,12,Drama 
Paycheck,119.0,60000000,en,2003,12,Action Adventure Mystery Science Fiction Thriller 
Peter Pan,113.0,100000000,en,2003,12,Adventure Fantasy Family 
The Company,112.0,15000000,en,2003,09,Drama 
Chasing Liberty,111.0,23000000,en,2004,01,Comedy Romance 
Along Came Polly,90.0,42000000,en,2004,01,Comedy Romance 
Teacher's Pet,74.0,10000000,en,2004,01,Animation Drama Family Music 
Torque,84.0,40000000,en,2004,01,Action 
Osama,83.0,46000,ps,2003,05,Drama 
The Great Gatsby,144.0,6500000,en,1974,03,Drama Romance 
"Car 54, Where Are You?",89.0,10700000,en,1994,01,Action Comedy 
Only the Strong,99.0,6000000,en,1993,08,Action 
The Adventures of Ford Fairlane,104.0,49000000,en,1990,07,Action Comedy Thriller Crime Mystery 
The Pick-up Artist,81.0,15000000,en,1987,09,Romance Comedy Crime Drama 
Beyond Re-Animator,95.0,3000000,fr,2003,04,Comedy Horror Science Fiction 
High Sierra,100.0,455000,en,1941,01,Adventure Drama Thriller Crime 
Reefer Madness,66.0,100000,en,1936,01,Comedy Drama 
Pumping Iron,85.0,1000000,en,1977,01,Documentary 
No Good Deed,97.0,12000000,en,2002,06,Action Crime Drama Mystery Thriller 
Cool World,102.0,30000000,en,1992,07,Animation Comedy Fantasy 
Money for Nothing,100.0,11000000,en,1993,09,Drama Action Comedy Thriller Crime 
Mesmerized,97.0,5000000,en,1985,11,Drama 
Ichi the Killer,129.0,1400000,ja,2001,12,Action Comedy Crime 
Chitty Chitty Bang Bang,144.0,10000000,en,1968,12,Music Adventure Fantasy Comedy Family 
The Three Stooges in Orbit,90.0,450000,en,1962,07,Comedy Science Fiction 
The Butterfly Effect,113.0,13000000,en,2004,01,Science Fiction Thriller 
Win a Date with Tad Hamilton!,95.0,17000000,en,2004,01,Comedy Romance 
The Big Bounce,88.0,50000000,en,2004,01,Comedy Crime 
Latter Days,107.0,850000,en,2003,07,Drama Comedy Romance 
Barbershop 2:  Back in Business,106.0,18000000,en,2004,01,Comedy Drama 
Catch That Kid,92.0,18000000,en,2004,02,Family Action Adventure 
Miracle,135.0,28000000,en,2004,02,Drama History 
The Dreamers,115.0,15000000,en,2003,09,Drama Romance 
Let's Do It Again,110.0,70000,en,1975,10,Comedy Action Crime 
Uptown Saturday Night,104.0,3000000,en,1974,07,Comedy 
Hell's Kitchen,95.0,6000000,en,1998,09,Crime Drama 
Blacula,93.0,500000,en,1972,08,Horror Thriller 
Trespass,101.0,14000000,en,1992,12,Action Crime Thriller 
Thirteen,100.0,2000000,en,2003,08,Crime Drama 
Best Defense,94.0,18000000,en,1984,07,Action Comedy 
50 First Dates,99.0,75000000,en,2004,02,Comedy Romance 
Welcome to Mooseport,110.0,30000000,en,2004,02,Comedy 
Vanishing Point,99.0,1300000,en,1971,01,Action Thriller Drama 
The Diary of Anne Frank,180.0,3000000,en,1959,03,Drama History 
Flesh + Blood,126.0,6500000,en,1985,08,Adventure Drama 
King Solomon's Mines,100.0,12500000,en,1985,03,Action Adventure Comedy 
Raw Deal,106.0,8500000,en,1986,06,Action Crime Thriller 
Fire Birds,85.0,22000000,en,1990,05,Action Adventure 
Against the Ropes,106.0,39000000,en,2004,02,Romance Drama 
Confessions of a Teenage Drama Queen,89.0,15000000,en,2004,02,Comedy 
EuroTrip,93.0,25000000,en,2004,02,Comedy 
The Passion of the Christ,127.0,30000000,en,2004,02,Drama 
Club Dread,104.0,8500000,en,2004,02,Comedy Horror 
Dirty Dancing: Havana Nights,86.0,25000000,en,2004,02,Drama Romance 
Twisted,97.0,50000000,en,2004,02,Action Adventure Crime Drama Thriller 
"Good bye, Lenin!",121.0,4800000,de,2003,02,Comedy Drama Romance 
Hidalgo,136.0,100000000,en,2004,03,Western Adventure 
Starsky & Hutch,101.0,60000000,en,2004,03,Comedy Crime 
Just One of the Guys,100.0,11500000,en,1985,04,Comedy Romance 
The Kiss,101.0,6000000,en,1988,10,Thriller Horror Drama Fantasy 
Agent Cody Banks 2: Destination London,100.0,26000000,en,2004,06,Comedy 
The Girl Next Door,108.0,25000000,en,2004,04,Comedy 
Secret Window,96.0,40000000,en,2004,03,Thriller Mystery 
Spartan,102.0,19250000,en,2004,03,Mystery Action Drama Thriller Crime 
Clifford,89.0,19000000,en,1994,04,Comedy Family 
The Wind in the Willows,84.0,12,en,1996,10,Fantasy Drama Comedy Family Adventure 
Dawn of the Dead,101.0,28000000,en,2004,03,Fantasy Horror Action 
Eternal Sunshine of the Spotless Mind,108.0,20000000,en,2004,03,Science Fiction Drama Romance 
Taking Lives,103.0,45000000,en,2004,03,Action Crime Mystery Thriller 
Intermission,105.0,5000000,en,2003,08,Romance Action Comedy Crime Mystery Drama 
Jersey Girl,102.0,35000000,en,2004,03,Comedy Romance 
Never Die Alone,88.0,3000000,en,2004,03,Action Adventure Crime Drama Thriller 
Dogville,178.0,10000000,da,2003,05,Crime Drama Thriller 
Hellboy,122.0,66000000,en,2004,04,Fantasy Action Science Fiction 
Home on the Range,76.0,110000000,en,2004,04,Animation Family 
Walking Tall,86.0,56000000,en,2004,04,Adventure Drama Action Thriller 
Johnson Family Vacation,97.0,12000000,en,2004,04,Comedy Family 
The Alamo,137.0,145000000,en,2004,04,Western History War 
Ella Enchanted,96.0,31000000,en,2004,04,Family Fantasy Comedy 
The Whole Ten Yards,98.0,40000000,en,2004,04,Comedy Thriller Crime 
Shade,101.0,6800000,en,2003,05,Action Thriller Crime 
The Ten Commandments,220.0,13000000,en,1956,10,Drama History 
Dawn of the Dead,127.0,650000,en,1978,09,Horror 
"Brother Sun, Sister Moon",135.0,3000000,it,1972,03,War Drama History 
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,138.0,5600000,en,1965,06,Action Adventure Comedy 
Scenes from a Marriage,283.0,150000,sv,1973,04,Drama Romance 
After Hours,97.0,4500000,en,1985,09,Comedy Thriller Drama 
Connie and Carla,98.0,20000000,en,2004,04,Music Comedy Crime 
Kill Bill: Vol. 2,136.0,30000000,en,2004,04,Action Crime Thriller 
The Punisher,124.0,33000000,en,2004,04,Action Crime Drama 
Young Adam,93.0,6400000,en,2003,09,Drama Thriller Crime Romance 
13 Going on 30,98.0,37000000,en,2004,04,Comedy Fantasy Romance 
Man on Fire,146.0,70000000,en,2004,04,Action Drama Thriller Crime 
Envy,99.0,40000000,en,2004,04,Comedy 
Godsend,102.0,25000000,en,2004,04,Drama Horror Science Fiction Thriller 
Laws of Attraction,90.0,28000000,en,2004,04,Action Comedy Romance Thriller 
Mean Girls,97.0,17000000,en,2004,04,Comedy 
Mickey,90.0,6000000,en,2004,05,Drama Family 
Van Helsing,132.0,160000000,en,2004,05,Horror Adventure Action 
The Mudge Boy,94.0,800000,en,2003,01,Drama 
Troy,163.0,175000000,en,2004,05,Adventure Drama War 
Carandiru,148.0,3684600,pt,2003,03,Drama 
Raid,128.0,2000000,fi,2003,01,Action Crime Thriller 
D-Tox,96.0,55000000,en,2002,01,Action Thriller 
Enemy Mine,108.0,40000000,en,1985,12,Drama Science Fiction 
Enter the Dragon,99.0,850000,en,1973,08,Action Crime Thriller 
Chance,75.0,75000,en,2002,09,Comedy Drama 
You Only Live Twice,117.0,9500000,en,1967,06,Action Thriller Adventure 
Octopussy,131.0,27500000,en,1983,06,Adventure Action Thriller 
Never Say Never Again,134.0,36000000,en,1983,10,Adventure Action Thriller 
The Magic Flute,134.0,650000,sv,1975,01,Fantasy Comedy Music Romance 
Woman of the Year,114.0,3000000,en,1942,01,Comedy Romance 
Soldier of Orange,149.0,2300000,nl,1977,09,Drama History Thriller War 
Desert Hearts,96.0,350000,en,1985,10,Drama Romance 
Body Double,114.0,10000000,en,1984,10,Crime Mystery Horror Thriller 
The Miracle Worker,106.0,500000,en,1962,05,Drama 
Raising Cain,91.0,12000000,en,1992,08,Drama Horror Thriller Crime 
Noises Off...,101.0,12000000,en,1992,03,Comedy 
Versus,130.0,10000,ja,2000,10,Action Horror 
The China Syndrome,122.0,5900000,en,1979,03,Thriller Drama 
Cat People,73.0,134000,en,1942,12,Thriller Drama Horror 
Good Guys Wear Black,95.0,1000000,en,1978,06,Action Thriller 
On Deadly Ground,102.0,50000000,en,1994,02,Action Thriller 
Forever Fever,95.0,1070000,en,1998,05,Comedy Music Romance Foreign 
Explorers,109.0,25000000,en,1985,07,Adventure Family Fantasy Romance Science Fiction 
Pierrot le Fou,110.0,300000,fr,1965,08,Drama Thriller 
Jason and the Argonauts,104.0,1000000,en,1963,06,Adventure Family Fantasy 
Guncrazy,97.0,800000,en,1992,09,Drama Romance Thriller Crime 
Zorba the Greek,142.0,783000,el,1964,12,Adventure Drama 
The Warriors,93.0,4000000,en,1979,02,Action Adventure Crime Drama Thriller 
Waterloo,128.0,25000000,en,1970,10,History Action Drama 
Cypher,95.0,7500000,en,2002,10,Thriller Science Fiction Mystery 
Woodstock,225.0,600000,en,1970,03,History Documentary Music 
Frank Herbert's Children of Dune,248.0,20000000,en,2003,03,Drama Science Fiction Fantasy Adventure 
Frank Herbert's Dune,292.0,20000000,en,2000,12,Action Adventure Fantasy Science Fiction 
Tremors 2: Aftershocks,100.0,4000000,en,1996,04,Horror Action Comedy Science Fiction 
White Zombie,67.0,50000,en,1932,08,Horror 
Pat Garrett & Billy the Kid,106.0,4638783,en,1973,05,Western 
Bring Me the Head of Alfredo Garcia,112.0,1500000,en,1974,08,Action Crime Drama Thriller Western 
Ride the High Country,94.0,813000,en,1962,06,Action Western 
The Ballad of Cable Hogue,121.0,3716946,en,1970,05,Action Comedy Western 
The Whip and the Body,87.0,66500,en,1963,08,Mystery Horror 
Wild in the Streets,94.0,1000000,en,1968,05,Comedy Drama Music 
The Indian Runner,127.0,7000000,en,1991,05,Drama 
Desperate Living,90.0,65000,en,1977,05,Comedy Crime Fantasy Horror 
Rolling Thunder,95.0,5000000,en,1977,10,Action Crime Drama Thriller 
The People Under the Stairs,102.0,6000000,en,1991,11,Comedy Drama Horror Mystery Thriller 
The Night of the Iguana,125.0,3000000,en,1964,08,Drama Romance 
Reflections in a Golden Eye,108.0,4500000,en,1967,10,Thriller Romance Drama 
Nightbreed,102.0,11000000,en,1990,02,Action Drama Fantasy Horror 
Ken Park,97.0,1300000,en,2002,08,Drama 
A Bridge Too Far,175.0,22000000,en,1977,06,Drama History War 
A Tale of Two Sisters,115.0,110,ko,2003,06,Drama Horror Mystery 
Broadway Danny Rose,84.0,8000000,en,1984,01,Comedy 
From Beyond,86.0,4500000,en,1986,06,Horror Science Fiction Fantasy 
Robot Jox,85.0,10000000,en,1989,10,Science Fiction Action 
Space Truckers,95.0,25000000,en,1996,03,Comedy Science Fiction Thriller Adventure 
Not of This Earth,81.0,210000,en,1988,05,Horror Science Fiction 
Rock 'n' Roll High School,93.0,300000,en,1979,08,Comedy Music 
Death Race 2000,80.0,300000,en,1975,04,Action Comedy Science Fiction 
A Bucket of Blood,66.0,50000,en,1959,10,Comedy Horror 
The Getaway,118.0,3352254,en,1972,12,Action Crime Thriller 
The Thing Called Love,116.0,14000000,en,1993,07,Music Drama Romance 
Mean Streets,110.0,500000,en,1973,10,Drama Crime 
I Am a Fugitive from a Chain Gang,93.0,195845,en,1932,11,Crime Drama 
Harper,121.0,3500000,en,1966,02,Action Drama Thriller Crime Mystery 
Dahmer,101.0,250000,en,2002,06,Drama Horror 
Paradise,111.0,34000000,en,1991,09,Drama Family Romance 
Grill Point,111.0,600000,de,2002,02,Comedy Drama 
Shiri,125.0,5000000,ko,1999,02,Action Adventure Drama Thriller 
Bad Day at Black Rock,81.0,1271000,en,1955,01,Crime Drama Western 
The Wasp Woman,73.0,50000,en,1959,11,Horror Science Fiction 
Deranged,83.0,200000,en,1974,02,Crime Horror Thriller 
Charly,103.0,950000,en,1968,09,Drama Romance Science Fiction 
The Lift,95.0,350000,nl,1983,05,Horror Science Fiction Thriller 
Beyond the Valley of the Dolls,109.0,2090000,en,1970,07,Comedy Drama Thriller 
At Play in the Fields of the Lord,189.0,36000000,en,1991,12,Drama Romance 
Night of the Living Dead,88.0,4200000,en,1990,10,Horror 
